Regime,BL Sharpe,Markowitz Sharpe,BL Return,MV Return
Low_Vol,1.4665367008989407,1.492165832401255,0.166465616017397,0.20645007501829632
High_Vol,-0.643935719001675,-1.007657337205486,-0.20070332025588017,-0.3938465592217196
