Model,Sharpe,Alpha,Turnover,Max Drawdown
Black-Litterman,0.39828286195193596,-0.0001695060238104262,0.0006201469665187817,-0.3512011233566867
Markowitz,0.23770657988701163,-0.0002927959300161854,0.012095438281144224,-0.5563424680447057
