Regime,BL Sharpe,Markowitz Sharpe,BL Return,MV Return
Low_Vol,1.4665363989831905,1.4921637191448325,0.16646567096130746,0.2064499057428472
High_Vol,-0.6439362751681573,-1.007656707406351,-0.20070349479236524,-0.3938461892158175
