Tau,Expected Return,Volatility,Sharpe Ratio,Weight_600519.SS,Weight_601318.SS,Weight_600036.SS,Weight_601398.SS,Weight_300750.SZ,Weight_000858.SZ,Weight_600276.SS,Weight_600309.SS
0.01,0.01776555465345008,0.2353562468436842,-0.05198266674721249,0.1432374233789905,0.14051795869618613,0.12202915389451015,0.12354340166407939,0.12929210499452723,0.12805474606540398,0.12148311340370428,0.09184209790259824
0.2,0.4025736446632165,0.23572514941377232,1.5805426174923396,0.1438069548724877,0.14239707338504295,0.12105486008439308,0.12344662067605738,0.12929347155676923,0.12829586905404178,0.12068152142111103,0.09102362895009682
