Regime,BL Sharpe,Markowitz Sharpe,BL Return,MV Return
Low_Vol,1.4665368276812911,1.4921645609932241,0.16646566985002617,0.2064499352627266
High_Vol,-0.6439363741470264,-1.0076568202768077,-0.2007034602365139,-0.39384601964980226
