Regime,BL Sharpe,Markowitz Sharpe,BL Return,MV Return
Low_Vol,1.4665359309474155,1.4921636494568793,0.1664656203202233,0.20644987745632867
High_Vol,-0.643936021007808,-1.0076560168073092,-0.2007033453832724,-0.3938458089601123
