Model,Alpha,Alpha_t_stat,R_squared,MKT_beta,MKT_t_stat,SMB_beta,SMB_t_stat,HML_beta,HML_t_stat,MOM_beta,MOM_t_stat,P_value_Alpha
Black-Litterman,-0.00016950601899488638,-1.2129067767279809,0.6345656730665561,0.8211809554720729,65.13377231929806,-0.07733729223268253,-3.4748627813741306,0.056328139633722726,3.401528013438875,0.004616466549805256,0.3324372357681385,0.22527790043262838
Markowitz,-0.0002927955962192905,-1.418378460839578,0.4860109054591789,0.9039811275115306,48.54136843559464,-0.11382003253765428,-3.462204299158463,0.06135800956213879,2.508448537342024,0.0637698004597709,3.1088539233549244,0.15620259382165788
