Model,Sharpe,Alpha,Turnover,Max Drawdown
Black-Litterman,0.3982828812716238,-0.00016950601899488638,0.0006201468946861131,-0.35120102404698794
Markowitz,0.23770683376128127,-0.0002927955962192905,0.012095412547880918,-0.5563420640028749
