Model,Alpha,Alpha_t_stat,R_squared,MKT_beta,MKT_t_stat,SMB_beta,SMB_t_stat,HML_beta,HML_t_stat,MOM_beta,MOM_t_stat,P_value_Alpha
Black-Litterman,-0.0001695060597910325,-1.2129065438093456,0.6345655072582441,0.8211810078906171,65.13374829295392,-0.07733747546788813,-3.4748695107532583,0.056328216784401086,3.4015312005153704,0.004616282796823564,0.33242385965463195,0.22527798947854025
Markowitz,-0.0002927960478811516,-1.4183800841828187,0.48601070125063295,0.9039810972615419,48.54134748804088,-0.1138201748512634,-3.4622072498607834,0.06135790771896492,2.508443375217688,0.06376943221023085,3.108834733193452,0.1562021201776707
