Regime,BL Sharpe,Markowitz Sharpe,BL Return,MV Return
Low_Vol,1.46653749900553,1.492167064987187,0.16646572075510627,0.20645021989711987
High_Vol,-0.6439365516348494,-1.007658564264181,-0.20070355193725026,-0.39384676124156165
