Regime,BL Sharpe,Markowitz Sharpe,BL Return,MV Return
Low_Vol,1.4665354153262709,1.4921628787750365,0.16646553518357743,0.20644977463176029
High_Vol,-0.6439349380681672,-1.0076554966328748,-0.2007030945748581,-0.39384580277840536
